IDpol,ClaimNb,ds,Exposure,y,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
7131,1,08/04/2025,0.42,B,6,10,32,50,B12,Diesel,74,R21
7134,1,15/04/2025,0.42,E,5,0,49,54,B12,Regular,4792,R11
7137,1,24/06/2025,0.42,E,5,0,34,51,B12,Regular,5410,R11
7139,1,19/02/2025,0.39,E,4,1,53,50,B12,Regular,2580,R72
7141,1,07/04/2025,0.03,E,4,1,53,50,B12,Regular,2580,R72
7143,2,30/12/2024,0.32,D,7,0,38,50,B12,Regular,1510,R11
7145,1,11/06/2025,0.09,D,7,0,38,50,B12,Regular,1510,R11
7148,1,04/07/2025,0.42,D,6,7,22,100,B3,Diesel,598,R25
7150,1,21/04/2025,0.48,E,6,0,45,76,B12,Regular,4496,R11
7155,2,06/01/2025,0.27,D,5,0,22,90,B12,Regular,595,R93
7156,1,29/04/2025,0.14,D,5,0,22,90,B12,Regular,595,R93
7158,1,19/05/2025,0.02,C,5,6,72,50,B1,Regular,115,R93
7159,1,02/09/2025,0.08,C,5,0,72,50,B12,Regular,115,R93
7160,1,17/06/2025,0.008196721,C,5,0,72,50,B12,Regular,115,R93
7161,1,11/08/2025,0.07,C,5,6,72,50,B1,Regular,115,R93
7162,1,29/07/2025,0.22,C,5,0,72,50,B12,Regular,115,R93
7165,1,14/08/2025,0.41,B,7,15,28,60,B3,Regular,88,R23
7171,1,06/08/2025,0.24,F,11,0,43,50,B12,Diesel,27000,R11
7173,1,12/08/2025,0.16,F,11,0,43,50,B12,Diesel,27000,R11
7175,1,22/11/2024,0.41,F,6,0,60,50,B12,Regular,27000,R11
7178,1,11/12/2024,0.09,B,6,0,79,50,B12,Regular,59,R25
7179,1,23/05/2025,0.32,B,6,0,79,50,B12,Regular,59,R25
7182,1,08/04/2025,0.41,E,5,0,32,60,B12,Regular,6736,R11
7185,1,15/04/2025,0.06,C,7,0,34,50,B12,Diesel,222,R93
7187,1,24/06/2025,0.35,C,7,0,34,50,B12,Diesel,222,R93
7189,1,19/02/2025,0.41,D,5,0,35,76,B12,Regular,1704,R82
7191,1,07/04/2025,0.41,A,10,2,41,68,B12,Diesel,8,R94
7193,1,30/12/2024,0.01,D,4,0,54,59,B12,Regular,1400,R93
7195,1,11/06/2025,0.41,E,11,5,27,75,B1,Diesel,3744,R93
7199,1,04/07/2025,0.41,E,6,3,56,50,B12,Regular,5202,R11
7202,1,21/04/2025,0.15,D,4,7,33,100,B1,Regular,1326,R93
7204,1,06/01/2025,0.25,D,4,7,33,100,B1,Regular,1326,R93
7206,3,29/04/2025,0.41,F,9,0,39,91,B12,Regular,27000,R11
7210,1,19/05/2025,0.08,C,11,8,37,54,B1,Diesel,201,R22
7211,1,02/09/2025,0.33,C,6,6,37,54,B3,Diesel,201,R22
7217,1,17/06/2025,0.53,E,5,0,24,90,B12,Regular,3301,R73
7220,1,11/08/2025,0.13,D,5,2,55,50,B12,Diesel,966,R26
7222,1,29/07/2025,0.27,D,5,2,55,50,B12,Diesel,966,R26
7225,1,14/08/2025,0.38,C,9,0,51,50,B12,Regular,166,R11
7232,1,06/08/2025,0.14,D,6,0,31,51,B12,Regular,675,R91
7234,1,12/08/2025,0.26,D,6,0,31,51,B12,Regular,675,R91
7235,1,22/11/2024,0.00273224,E,5,0,61,50,B12,Regular,7752,R11
7236,2,11/12/2024,0.25,E,5,0,61,50,B12,Regular,7752,R11
7238,1,23/05/2025,0.04,D,4,1,42,90,B4,Diesel,657,R54
7240,1,08/04/2025,0.36,D,4,1,42,90,B4,Diesel,657,R54
7242,2,15/04/2025,0.37,C,6,0,51,65,B12,Diesel,312,R11
7243,1,24/06/2025,0.03,C,6,0,51,65,B12,Diesel,312,R11
7245,2,19/02/2025,0.12,C,10,0,50,50,B12,Diesel,217,R91
7247,1,07/04/2025,0.28,C,10,0,50,50,B12,Diesel,217,R91
7249,1,30/12/2024,0.4,E,11,10,63,58,B11,Regular,3430,R93
7252,1,11/06/2025,0.4,E,9,10,63,58,B1,Regular,3430,R93
7255,1,04/07/2025,0.05,E,7,3,47,100,B5,Regular,4685,R11
7258,1,21/04/2025,0.36,E,7,3,47,100,B5,Regular,4685,R11
7260,1,06/01/2025,0.4,D,9,2,43,50,B12,Regular,988,R82
7262,1,29/04/2025,0.04,D,7,0,54,50,B12,Diesel,824,R91
7264,2,19/05/2025,0.01,D,7,0,54,50,B12,Diesel,824,R91
7265,1,02/09/2025,0.35,D,7,0,54,50,B12,Diesel,824,R91
7267,1,17/06/2025,0.12,A,7,0,42,50,B12,Diesel,19,R73
7269,1,11/08/2025,0.29,A,7,0,42,50,B12,Diesel,19,R73
7271,1,29/07/2025,0.41,B,9,0,32,54,B12,Regular,60,R11
7274,1,14/08/2025,0.08,F,4,0,24,100,B12,Regular,27000,R11
7275,1,06/08/2025,0.32,F,4,0,24,100,B12,Regular,27000,R11
7278,1,12/08/2025,0.06,A,5,0,68,56,B12,Regular,16,R83
7280,1,22/11/2024,0.34,A,5,0,68,56,B12,Regular,16,R83
7282,2,11/12/2024,0.4,B,6,0,50,50,B12,Regular,61,R52
7286,1,23/05/2025,0.05,E,7,0,45,50,B12,Diesel,3317,R93
7288,1,08/04/2025,0.35,E,7,0,45,50,B12,Diesel,3317,R93
7290,1,15/04/2025,0.01,C,9,0,55,50,B12,Regular,480,R82
7291,1,24/06/2025,0.03,C,9,0,55,50,B12,Regular,480,R82
7293,1,19/02/2025,0.35,C,9,0,55,50,B12,Regular,480,R82
7295,1,07/04/2025,0.06,C,5,9,33,73,B2,Diesel,309,R73
7297,1,30/12/2024,0.34,C,5,9,33,73,B2,Diesel,309,R73
7299,1,11/06/2025,0.4,E,4,0,48,50,B12,Regular,4456,R72
7302,2,04/07/2025,0.4,E,7,8,40,58,B12,Regular,2740,R22
7305,1,21/04/2025,0.4,D,6,6,21,95,B3,Diesel,901,R22
7306,1,06/01/2025,0.38,D,6,6,21,95,B3,Diesel,901,R22
7308,1,29/04/2025,0.4,D,7,8,34,100,B3,Regular,1541,R91
7310,2,19/05/2025,0.4,E,5,3,51,65,B3,Diesel,6257,R11
7312,1,02/09/2025,0.12,B,5,0,23,100,B12,Regular,73,R42
7314,1,17/06/2025,0.27,B,5,0,23,95,B12,Regular,73,R42
7316,1,11/08/2025,0.4,D,5,0,41,50,B12,Regular,817,R11
7319,1,29/07/2025,0.4,C,10,0,32,90,B12,Diesel,280,R72
7320,1,14/08/2025,0.07,C,10,0,32,90,B12,Diesel,280,R72
7324,1,06/08/2025,0.4,C,6,8,40,57,B2,Diesel,175,R72
7327,1,12/08/2025,0.06,C,4,1,59,50,B12,Regular,458,R93
7329,1,22/11/2024,0.34,C,4,1,59,52,B12,Regular,458,R93
7330,1,11/12/2024,0.21,E,4,3,36,100,B1,Regular,2537,R31
7331,1,23/05/2025,0.15,E,4,3,36,100,B1,Regular,2537,R31
7333,1,08/04/2025,0.03,D,7,0,69,50,B12,Regular,863,R82
7335,1,15/04/2025,0.36,D,7,0,69,50,B12,Regular,863,R82
7337,1,24/06/2025,0.31,E,6,0,30,68,B12,Regular,5539,R11
7338,2,19/02/2025,0.07,E,6,0,30,68,B12,Regular,5539,R11
7341,1,07/04/2025,0.39,E,10,0,44,50,B12,Regular,3301,R73
7344,2,30/12/2024,0.33,C,7,2,25,68,B13,Diesel,455,R91
7347,1,11/06/2025,0.19,B,5,2,54,50,B2,Diesel,95,R21
7349,1,04/07/2025,0.2,B,6,2,54,50,B12,Diesel,95,R21
7351,1,21/04/2025,0.32,D,10,0,44,50,B12,Regular,545,R31
7352,1,06/01/2025,0.07,D,10,0,44,50,B12,Regular,545,R31
7356,1,29/04/2025,0.34,C,10,2,65,50,B12,Diesel,411,R25
7358,1,19/05/2025,0.03,A,10,0,38,76,B12,Diesel,10,R83
7359,1,02/09/2025,0.07,A,10,0,38,76,B12,Diesel,10,R83
7361,1,17/06/2025,0.29,A,10,0,38,76,B12,Diesel,10,R83
7363,1,11/08/2025,0.31,E,7,0,38,51,B12,Regular,3301,R73
7364,1,29/07/2025,0.08,E,7,0,38,51,B12,Regular,3301,R73
7367,1,14/08/2025,0.09,B,5,0,40,50,B12,Regular,77,R23
7368,2,06/08/2025,0.29,B,5,0,40,50,B12,Regular,77,R23
7371,1,12/08/2025,0.11,E,6,0,47,50,B12,Regular,2446,R93
7373,1,22/11/2024,0.28,E,6,0,47,50,B12,Regular,2446,R93
7375,1,11/12/2024,0.06,A,7,0,45,50,B12,Diesel,41,R82
7377,1,23/05/2025,0.33,A,7,0,45,50,B12,Diesel,41,R82
7379,1,08/04/2025,0.19,A,8,10,41,75,B12,Regular,33,R23
7380,1,15/04/2025,0.19,A,8,10,41,75,B12,Regular,33,R23
7382,1,24/06/2025,0.39,E,6,0,33,90,B12,Regular,3545,R11
7385,1,19/02/2025,0.4,E,6,0,49,50,B12,Regular,7634,R11
7388,1,07/04/2025,0.1,E,6,2,22,85,B3,Regular,3991,R21
7391,1,30/12/2024,0.28,E,6,2,22,85,B3,Regular,3991,R21
7394,1,11/06/2025,0.39,B,6,6,18,100,B6,Diesel,66,R93
7397,1,04/07/2025,0.39,B,7,0,36,50,B12,Diesel,81,R82
7400,1,21/04/2025,0.31,C,7,0,64,50,B12,Regular,120,R11
7401,1,06/01/2025,0.07,C,7,0,64,50,B12,Regular,120,R11
7405,1,29/04/2025,0.39,C,4,0,28,95,B12,Regular,148,R73
7407,1,19/05/2025,0.31,C,7,0,40,50,B12,Regular,187,R74
7408,1,02/09/2025,0.07,C,7,0,40,50,B12,Regular,187,R74
7411,1,17/06/2025,0.11,E,7,1,36,57,B12,Regular,7049,R11
7414,1,11/08/2025,0.27,E,7,1,36,57,B12,Regular,7049,R11
7417,1,29/07/2025,0.31,D,5,0,42,50,B12,Regular,824,R91
7418,1,14/08/2025,0.07,D,5,0,42,50,B12,Regular,824,R91
7420,1,06/08/2025,0.33,E,6,0,38,50,B12,Diesel,8561,R11
7421,1,12/08/2025,0.06,E,6,0,38,50,B12,Diesel,8561,R11
7424,1,22/11/2024,0.39,B,8,15,22,85,B12,Regular,88,R72
7426,1,11/12/2024,0.11,E,7,2,61,63,B2,Regular,2362,R26
7427,1,23/05/2025,0.05,E,7,2,61,58,B2,Regular,2362,R26
7429,1,08/04/2025,0.39,B,5,0,56,68,B12,Regular,55,R72
7431,1,15/04/2025,0.39,A,5,0,36,100,B12,Regular,12,R93
7434,1,24/06/2025,0.39,C,10,0,74,50,B12,Regular,301,R73
7437,1,19/02/2025,0.32,B,6,0,53,68,B12,Regular,61,R94
7438,1,07/04/2025,0.03,B,6,0,53,72,B12,Regular,61,R94
7440,1,30/12/2024,0.02,B,6,0,53,72,B12,Regular,61,R94
7442,1,11/06/2025,0.03,B,7,5,26,72,B2,Diesel,75,R74
7444,1,04/07/2025,0.36,B,7,5,26,72,B2,Diesel,75,R74
7446,1,21/04/2025,0.21,C,8,1,31,90,B13,Diesel,130,R94
7450,1,06/01/2025,0.17,C,5,0,31,90,B1,Diesel,130,R94
7452,1,29/04/2025,0.39,E,6,5,37,90,B13,Diesel,9307,R82
7455,1,19/05/2025,0.38,D,6,2,45,50,B12,Diesel,562,R54
7457,1,02/09/2025,0.32,D,6,2,37,65,B12,Diesel,1729,R74
7458,1,17/06/2025,0.06,D,6,2,37,65,B12,Diesel,1729,R74
7461,1,11/08/2025,0.32,A,10,10,36,50,B12,Diesel,18,R73
7462,2,29/07/2025,0.06,A,10,10,36,50,B12,Diesel,18,R73
7465,1,14/08/2025,0.26,C,15,10,36,50,B12,Regular,256,R82
7466,1,06/08/2025,0.01,C,7,10,36,50,B6,Diesel,256,R82
7467,1,12/08/2025,0.03,C,4,0,36,50,B1,Regular,256,R82
7468,1,22/11/2024,0.07,C,4,0,36,50,B1,Regular,256,R82
7470,1,11/12/2024,0.09,C,7,0,51,50,B12,Diesel,138,R91
7471,1,23/05/2025,0.29,C,7,0,51,50,B12,Diesel,138,R91
7474,1,08/04/2025,0.38,D,4,9,25,80,B5,Regular,617,R25
7476,1,15/04/2025,0.38,D,7,8,52,50,B1,Regular,1846,R72
7478,1,24/06/2025,0.38,D,5,6,29,100,B1,Regular,750,R73
7483,1,19/02/2025,0.00273224,B,5,6,28,106,B13,Diesel,51,R24
7485,1,07/04/2025,0.22,E,5,0,51,50,B12,Regular,2715,R93
7486,1,30/12/2024,0.15,E,5,0,51,50,B12,Regular,2715,R93
7489,1,11/06/2025,0.38,E,7,2,33,100,B2,Diesel,5460,R11
7493,1,04/07/2025,0.37,D,7,0,40,50,B12,Diesel,1248,R11
7497,1,21/04/2025,0.11,A,4,0,54,50,B12,Regular,17,R25
7498,1,06/01/2025,0.26,A,4,0,54,50,B12,Regular,17,R25
7500,1,29/04/2025,0.24,C,9,0,53,53,B12,Regular,193,R91
7502,2,19/05/2025,0.13,C,9,0,53,53,B12,Regular,193,R91
7504,1,02/09/2025,0.03,B,4,0,53,50,B12,Regular,55,R52
7505,2,17/06/2025,0.33,B,4,0,53,50,B12,Regular,55,R52
7508,1,11/08/2025,0.02,C,6,0,54,50,B12,Regular,215,R91
7509,1,29/07/2025,0.35,C,6,0,54,50,B12,Regular,215,R91
7512,1,14/08/2025,0.37,A,5,1,47,50,B12,Regular,28,R73
7515,1,06/08/2025,0.37,C,5,1,47,50,B6,Regular,301,R73
7518,1,12/08/2025,0.37,F,6,0,46,100,B12,Regular,27000,R11
7520,2,22/11/2024,0.31,B,5,0,44,50,B3,Diesel,70,R23
7522,1,11/12/2024,0.05,B,5,0,44,50,B3,Diesel,70,R23
7524,1,23/05/2025,0.31,E,10,0,37,64,B12,Diesel,3388,R41
7526,1,08/04/2025,0.05,E,10,0,37,64,B12,Diesel,3388,R41
7529,1,15/04/2025,0.37,C,6,8,30,85,B1,Diesel,118,R91
7534,1,24/06/2025,0.33,D,10,2,37,50,B1,Regular,721,R93
7537,1,19/02/2025,0.22,C,7,0,63,50,B12,Regular,245,R91
7539,1,07/04/2025,0.14,C,7,0,63,50,B12,Regular,245,R91
7542,1,30/12/2024,0.02,B,4,0,29,76,B12,Regular,99,R11
7543,1,11/06/2025,0.29,B,4,0,29,72,B12,Regular,99,R11
7544,1,04/07/2025,0.05,B,4,0,29,76,B12,Regular,99,R11
7547,1,21/04/2025,0.24,E,5,10,50,50,B12,Regular,2681,R23
7548,1,06/01/2025,0.14,E,5,10,50,50,B12,Regular,2681,R23
7552,2,29/04/2025,0.08,E,9,0,48,50,B12,Regular,3301,R73
7553,1,19/05/2025,0.28,E,9,0,48,50,B12,Regular,3301,R73
7556,1,02/09/2025,0.37,A,7,0,50,50,B12,Diesel,14,R74
7562,1,17/06/2025,0.37,B,7,0,53,75,B12,Diesel,66,R93
7565,1,11/08/2025,0.08,E,5,0,51,50,B12,Regular,3274,R11
7566,1,29/07/2025,0.28,E,5,0,51,50,B12,Regular,3274,R11
7569,1,14/08/2025,0.08,B,5,0,30,90,B12,Regular,100,R82
7570,1,06/08/2025,0.28,B,5,0,22,90,B12,Regular,100,R82
7574,1,12/08/2025,0.02,A,9,0,61,50,B12,Regular,16,R72
7575,1,22/11/2024,0.34,A,9,0,61,50,B12,Regular,16,R72
7577,1,11/12/2024,0.05,E,6,0,69,50,B12,Regular,2580,R72
7580,1,23/05/2025,0.04,E,6,0,69,50,B12,Regular,2580,R72
7581,2,08/04/2025,0.26,E,6,0,69,58,B12,Regular,2580,R72
7584,2,15/04/2025,0.31,C,5,0,62,50,B12,Regular,433,R93
7586,1,24/06/2025,0.05,C,5,0,62,50,B12,Regular,433,R93
7590,1,19/02/2025,0.37,E,6,9,33,100,B13,Regular,2472,R82
7595,1,07/04/2025,0.29,A,5,0,27,64,B12,Regular,33,R52
7596,1,30/12/2024,0.07,A,5,0,27,64,B12,Regular,33,R52
7598,1,11/06/2025,0.43,C,9,0,53,50,B12,Regular,109,R52
7600,1,04/07/2025,0.23,C,11,3,28,90,B12,Regular,118,R82
7603,1,21/04/2025,0.03,C,11,3,28,90,B12,Regular,118,R82
7604,1,06/01/2025,0.09,C,11,3,28,90,B12,Regular,118,R82
7607,1,29/04/2025,0.36,D,5,0,45,50,B12,Regular,1489,R52
7610,1,19/05/2025,0.36,D,7,0,45,50,B12,Regular,585,R11
7614,1,02/09/2025,0.36,E,11,3,40,50,B12,Regular,4762,R93
7616,1,17/06/2025,0.33,C,7,0,45,50,B12,Regular,115,R91
7619,1,11/08/2025,0.41,E,5,4,20,95,B4,Diesel,2769,R11
7622,1,29/07/2025,0.31,A,6,0,46,67,B12,Regular,22,R91
7624,1,14/08/2025,0.04,A,6,0,46,67,B12,Regular,22,R91
7627,1,06/08/2025,0.36,D,6,0,72,54,B12,Regular,1422,R82
7629,1,12/08/2025,0.07,C,4,1,57,52,B12,Regular,243,R11
7631,1,22/11/2024,0.22,C,4,1,57,55,B12,Regular,243,R11
7632,1,11/12/2024,0.06,C,4,1,57,55,B12,Regular,243,R11
7634,1,23/05/2025,0.34,B,6,2,56,50,B12,Diesel,97,R52
7636,1,08/04/2025,0.24,E,5,0,38,60,B12,Regular,3661,R11
7639,1,15/04/2025,0.11,E,5,0,38,60,B12,Regular,3661,R11
7644,1,24/06/2025,0.36,C,4,10,22,100,B1,Regular,377,R93
7647,1,19/02/2025,0.36,E,6,2,40,50,B12,Regular,3744,R93
7649,1,07/04/2025,0.43,F,6,0,35,76,B12,Regular,14368,R11
7652,1,30/12/2024,0.35,E,6,0,73,58,B12,Regular,4762,R93
7655,1,11/06/2025,0.36,C,5,0,53,64,B12,Regular,102,R93
7657,1,04/07/2025,0.31,C,5,0,62,90,B12,Regular,384,R11
7659,1,21/04/2025,0.02,C,5,0,62,90,B12,Regular,384,R11
7662,1,06/01/2025,0.36,D,5,0,55,50,B12,Regular,1403,R93
7665,1,29/04/2025,0.36,F,4,0,70,50,B12,Regular,17140,R11
7669,1,19/05/2025,0.36,A,6,8,28,60,B2,Diesel,14,R73
7671,1,02/09/2025,0.36,D,4,0,24,95,B12,Regular,1955,R94
7673,1,17/06/2025,0.3,A,12,6,24,80,B12,Diesel,33,R25
7675,1,11/08/2025,0.05,A,12,6,24,80,B12,Diesel,33,R25
7679,1,29/07/2025,0.19,D,5,2,39,50,B5,Regular,1324,R11
7680,1,14/08/2025,0.16,D,5,2,39,50,B5,Regular,1324,R11
7683,1,06/08/2025,0.35,D,5,0,25,100,B12,Regular,1753,R82
7685,1,12/08/2025,0.02,C,5,0,52,50,B12,Regular,412,R73
7687,1,22/11/2024,0.12,C,5,0,52,50,B12,Regular,412,R73
7688,1,11/12/2024,0.2,C,5,0,52,50,B12,Regular,412,R73
7691,1,23/05/2025,0.28,C,5,0,50,56,B12,Regular,259,R82
7692,1,08/04/2025,0.07,C,5,0,50,56,B12,Regular,259,R82
7695,1,15/04/2025,0.19,C,6,0,38,50,B12,Regular,316,R82
7696,1,24/06/2025,0.15,C,6,0,38,50,B12,Regular,316,R82
7699,1,19/02/2025,0.35,E,4,0,44,60,B12,Regular,5332,R11
7701,1,07/04/2025,0.16,E,4,0,50,50,B12,Regular,4358,R11
7703,1,30/12/2024,0.19,E,4,0,50,50,B12,Regular,4358,R11
7705,1,11/06/2025,0.22,D,6,0,66,51,B12,Regular,1955,R94
7707,1,04/07/2025,0.13,D,6,0,66,50,B12,Regular,1955,R94
7710,1,21/04/2025,0.35,C,6,0,69,50,B12,Regular,138,R93
7712,1,06/01/2025,0.31,E,10,5,28,95,B12,Regular,3023,R11
7714,1,29/04/2025,0.03,E,10,5,28,95,B12,Regular,3023,R11
7717,1,19/05/2025,0.03,C,4,0,48,50,B12,Regular,105,R54
7718,1,02/09/2025,0.33,C,4,0,48,50,B12,Regular,105,R54
7720,1,17/06/2025,0.22,B,15,1,48,50,B12,Diesel,89,R11
7722,1,11/08/2025,0.13,B,15,1,48,50,B12,Diesel,89,R11
7725,1,29/07/2025,0.35,C,4,1,43,50,B12,Regular,188,R54
7727,1,14/08/2025,0.21,D,4,8,20,100,B2,Diesel,789,R73
7729,1,06/08/2025,0.09,D,4,8,20,100,B2,Diesel,789,R73
7730,1,12/08/2025,0.04,D,4,9,20,100,B6,Regular,789,R73
7733,2,22/11/2024,0.35,D,5,0,54,50,B12,Regular,713,R52
7736,1,11/12/2024,0.35,E,6,6,23,80,B3,Regular,4087,R53
7739,1,23/05/2025,0.34,B,6,0,33,50,B12,Regular,53,R74
7741,1,08/04/2025,0.26,B,6,2,56,50,B12,Diesel,97,R52
7742,1,15/04/2025,0.08,B,6,2,56,50,B12,Diesel,97,R52
7745,1,24/06/2025,0.35,D,7,0,42,100,B12,Diesel,1609,R11
7748,1,19/02/2025,0.25,C,9,0,52,50,B12,Regular,187,R82
7749,1,07/04/2025,0.1,C,9,0,52,50,B12,Regular,187,R82
7752,1,30/12/2024,0.35,C,4,0,75,50,B12,Regular,425,R41
7754,1,11/06/2025,0.35,E,5,0,27,90,B12,Regular,4998,R11
7757,1,04/07/2025,0.35,A,10,1,54,66,B12,Regular,20,R82
7760,1,21/04/2025,0.11,D,4,0,40,50,B12,Regular,1976,R93
7761,1,06/01/2025,0.24,D,4,0,40,50,B12,Regular,1976,R93
7764,1,29/04/2025,0.35,D,6,4,39,64,B12,Diesel,562,R54
7768,1,19/05/2025,0.35,C,6,0,33,54,B12,Diesel,431,R31
7771,1,02/09/2025,0.35,D,4,0,27,85,B12,Regular,573,R11
7773,1,17/06/2025,0.3,D,6,0,34,51,B12,Regular,1882,R72
7775,1,11/08/2025,0.05,D,6,0,34,50,B12,Regular,1882,R72
7778,1,29/07/2025,0.1,D,4,2,28,68,B6,Regular,824,R91
7779,1,14/08/2025,0.24,D,8,4,28,68,B12,Regular,824,R91
7782,1,06/08/2025,0.35,C,9,2,30,60,B12,Regular,120,R93
7784,1,12/08/2025,0.33,A,10,9,55,50,B12,Diesel,20,R94
7788,1,22/11/2024,0.34,C,5,0,50,100,B12,Regular,368,R82
7791,1,11/12/2024,0.35,E,6,0,64,64,B12,Regular,6485,R11
7796,1,23/05/2025,0.02,E,5,0,27,85,B12,Regular,4998,R11
7797,2,08/04/2025,0.32,E,5,0,27,85,B12,Regular,4998,R11
7798,1,15/04/2025,0.32,D,5,0,38,100,B12,Regular,508,R31
7800,1,24/06/2025,0.19,A,10,0,52,50,B12,Regular,28,R54
7801,1,19/02/2025,0.15,A,10,0,52,50,B12,Regular,28,R54
7804,1,07/04/2025,0.34,C,6,2,34,51,B12,Diesel,196,R52
7806,1,30/12/2024,0.07,D,5,0,33,51,B12,Regular,942,R82
7811,1,11/06/2025,0.25,D,5,0,33,51,B12,Regular,942,R82
7814,1,04/07/2025,0.34,D,4,0,63,57,B12,Regular,1146,R26
7817,1,21/04/2025,0.34,A,10,0,48,50,B12,Diesel,28,R21
7819,1,06/01/2025,0.23,F,10,0,56,50,B12,Diesel,27000,R11
7822,1,29/04/2025,0.1,F,10,0,56,50,B12,Diesel,27000,R11
7825,1,19/05/2025,0.29,C,6,2,56,92,B12,Regular,193,R43
7829,1,02/09/2025,0.34,C,12,9,35,64,B12,Regular,235,R31
7833,1,17/06/2025,0.34,E,4,3,34,100,B1,Regular,4762,R93
7835,1,11/08/2025,0.04,E,9,0,40,50,B12,Regular,3724,R11
7837,1,29/07/2025,0.28,E,9,0,40,50,B12,Regular,3724,R11
7839,1,14/08/2025,0.31,C,5,0,50,50,B12,Regular,265,R91
7841,1,06/08/2025,0.02,C,5,0,50,50,B12,Regular,265,R91
7844,1,12/08/2025,0.1,A,7,0,44,50,B12,Diesel,23,R25
7845,1,22/11/2024,0.23,A,7,0,44,50,B12,Diesel,23,R25
7848,2,11/12/2024,0.26,B,5,0,52,50,B12,Regular,62,R73
7849,1,23/05/2025,0.07,B,5,0,52,50,B12,Regular,62,R73
7852,1,08/04/2025,0.34,D,5,0,37,85,B12,Regular,1403,R93
7854,1,15/04/2025,0.34,C,5,7,30,85,B13,Diesel,136,R82
7857,1,24/06/2025,0.34,E,5,0,26,100,B12,Regular,9307,R82
7860,1,19/02/2025,0.26,E,4,0,58,50,B12,Regular,5202,R11
7861,1,07/04/2025,0.07,E,4,0,58,50,B12,Regular,5202,R11
7863,1,30/12/2024,0.34,E,4,1,59,50,B12,Regular,4128,R52
7867,1,11/06/2025,0.28,C,7,0,28,86,B12,Diesel,301,R91
7869,1,04/07/2025,0.05,C,7,0,28,86,B12,Diesel,301,R91
7872,1,21/04/2025,0.33,C,6,4,38,64,B5,Regular,368,R31
7875,1,06/01/2025,0.33,B,5,0,47,50,B12,Regular,57,R82
7878,1,29/04/2025,0.25,C,4,0,36,50,B12,Regular,288,R82
7879,1,19/05/2025,0.08,C,4,0,36,50,B12,Regular,288,R82
7881,1,02/09/2025,0.31,C,4,1,53,50,B12,Regular,250,R31
7885,1,17/06/2025,0.33,E,9,0,40,50,B12,Regular,3301,R73
7887,1,11/08/2025,0.33,D,7,0,57,100,B12,Diesel,1421,R11
7890,1,29/07/2025,0.18,A,10,8,28,80,B13,Diesel,17,R26
7891,1,14/08/2025,0.15,A,10,8,28,85,B13,Diesel,17,R26
7893,1,06/08/2025,0.24,E,6,0,39,50,B12,Regular,4685,R11
7896,1,12/08/2025,0.09,E,6,0,39,50,B12,Regular,4685,R11
7898,1,22/11/2024,0.07,C,10,0,56,50,B12,Diesel,184,R93
7900,1,11/12/2024,0.25,C,10,0,56,50,B12,Diesel,184,R93
7904,1,23/05/2025,0.25,E,4,0,32,100,B12,Regular,9307,R82
7905,1,08/04/2025,0.07,E,4,0,32,100,B12,Regular,9307,R82
7908,1,15/04/2025,0.33,C,5,0,37,85,B12,Regular,401,R91
7911,1,24/06/2025,0.33,D,5,1,36,100,B12,Regular,1482,R82
7915,1,19/02/2025,0.33,D,4,0,52,50,B12,Regular,824,R91
7918,1,07/04/2025,0.33,C,7,5,28,85,B12,Diesel,125,R31
7921,1,30/12/2024,0.33,E,6,5,45,50,B12,Regular,2618,R22
7924,1,11/06/2025,0.26,E,6,3,45,50,B12,Regular,2618,R22
7925,1,04/07/2025,0.07,E,6,3,45,50,B12,Regular,2618,R22
7927,1,21/04/2025,0.14,B,4,0,46,54,B12,Regular,88,R41
7930,1,06/01/2025,0.02,B,4,0,46,54,B12,Regular,88,R41
7931,1,29/04/2025,0.15,B,4,0,46,54,B12,Regular,88,R41
7933,1,19/05/2025,0.33,E,4,4,33,54,B6,Regular,7259,R31
7936,1,02/09/2025,0.05,D,7,0,43,72,B12,Diesel,853,R11
7937,1,17/06/2025,0.28,D,7,0,43,68,B12,Diesel,853,R11
7939,2,11/08/2025,0.33,B,9,7,30,80,B12,Regular,66,R93
7944,1,29/07/2025,0.33,E,9,0,49,100,B12,Regular,5831,R11
7946,1,14/08/2025,0.1,E,4,0,55,50,B12,Regular,4059,R23
7947,1,06/08/2025,0.18,E,4,0,55,50,B12,Regular,4059,R23
7949,1,12/08/2025,0.01,E,4,0,55,50,B12,Regular,4059,R23
7951,1,22/11/2024,0.03,E,4,0,55,50,B12,Regular,4059,R23
7953,1,11/12/2024,0.33,D,7,0,68,50,B12,Regular,675,R91
7956,1,23/05/2025,0.24,D,9,0,53,50,B12,Regular,570,R93
7958,1,08/04/2025,0.11,D,9,0,53,50,B12,Regular,570,R93
7961,2,15/04/2025,0.19,C,5,0,27,85,B3,Diesel,359,R93
7963,1,24/06/2025,0.12,C,5,0,27,85,B3,Diesel,359,R93
7965,1,19/02/2025,0.33,D,5,0,31,100,B12,Regular,1072,R42
7967,1,07/04/2025,0.05,C,6,8,30,100,B5,Regular,155,R82
7969,1,30/12/2024,0.27,C,6,8,30,100,B5,Regular,155,R82
7971,1,11/06/2025,0.07,F,10,6,28,60,B12,Regular,27000,R11
7973,1,04/07/2025,0.25,F,10,6,28,60,B12,Regular,27000,R11
